Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 20/05/2020 11:10;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2020;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor
BIRD8302-BR;12186;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Projeto de Apoio ao Crescimento Econômico com Redução das Desigualdades e Sustentabilidade Ambiental - PforR;17944.000218/2013-30;TA671208;19/12/2013;31/08/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado, Tranche Prevista 2: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Efetiva 2: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%, Tranche Prevista 2: 100% VSL 4 + 0%;USD;350.000.000,00;0;341.609.044,09
BIRD8307-BR;11814;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Totalmente Desembolsado;Programa de Melhoramento da Qualidade e Integração dos Transportes de Massa Urbanos - PROMIT;17944.001228/2013-92;TA668707;03/12/2013;31/01/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;500.000.000,00;0;500.000.000,00
BIRD8310-BR;12125;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento das Políticas Públicas;17944.001367/2013-16;TA672171;10/12/2013;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;250.000.000,00;0;238.100.000,00
BIRD8327-BR;11815;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Fortalecimento da Gestão do Setor Público e do Desenvolvimento Territorial Integrado - RIO METROPOLE PROGESTÃO II;17944.000158/2013-55;TA666379;30/04/2014;31/12/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;48.000.000,00;0;7.468.975,56
BIRD8353-BR;12124;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Gestão Integrada das Águas e da Paisagem;17944.001644/2013-91;TA682330;28/09/2015;30/08/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;225.000.000,00;188.196.172,99;36.664.756,59
BIRD8376-BR;12123;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Consolidação do Equilíbrio Fiscal para a Melhoria da Prestação de Serviços Públicos;17944.000268/2014-06;TA690458;23/09/2014;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;216.000.000,00;0;205.200.000,00
BIRD8379-BR;12122;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Consolidação do Equilíbrio Fiscal para o Desenvolvimento Econômico e Fiscal - PROCONFIS RS II;17944.001874/2013-50;TA690577;20/08/2014;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;280.000.000,00;0;279.160.000,00
BIRD8414-BR;12111;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Inclusão e Desenvolvimento Socioeconômico - 2ª Etapa - PROINCLUSÃO II;17944.000853/2014-06;TA694020;14/08/2014;31/01/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;400.000.000,00;0;380.800.000,00
BIRD8415-BR;12106;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Projeto de Desenvolvimento Rural Sustentável - 2ª Etapa - PDRS;17944.000716/2014-63;TA693198;29/08/2014;31/07/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Efetiva 2: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;150.000.000,00;54.226.308,95;92.069.924,90
BIRD8442-BR;12098;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Programa de Saneamento Ambiental e Inclusão Socioeconômica - PROSER;17944.000944/2014-33;TA709525;17/03/2016;31/07/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;150.000.000,00;69.286.832,08;79.029.182,13
BIRD8554-BR;12097;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Totalmente Desembolsado;Programa de Consolidação do Equilíbrio Fiscal para a Melhoria da Prestação de Serviços Públicos - PROCONFIS MANAUS;17944.001849/2014-57;TA747968;22/06/2016;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;150.000.000,00;0;150.000.000,00
BIRD8567-BR;12172;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Crescimento Sustentável e Inclusivo - DPL;17944.000220/2015-71;TA752029;27/04/2016;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;200.000.000,00;0;188.240.000,00
BIRD8575-BR;12080;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;Piauí - Pilares de Crescimento e Inclusão Social - SWAP;17944.000219/2015-46;TA752052;27/04/2016;30/04/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;120.000.000,00;23.333.227,88;93.878.342,95
BIRD8580-BR;12079;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;Programa de Restauração e Manutenção de Rodovias Estaduais - PREMAR 2ª Etapa;17944.001301/2014-15;TA754475;31/05/2016;30/10/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;200.000.000,00;106.300.000,00;93.700.000,00
BIRD8586-BR;12078;Teresina;Municípios;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando;Projeto de Melhoria da Qualidade de Vida e da Gestão Municipal - Programa Lagoas do Norte - Etapa II;17944.000454/2015-18;TA751352;27/04/2016;15/04/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;88.000.000,00;71.011.139,58;16.988.860,42
BIRD8639-BR;12764;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto Paraíba Rural Sustentável;17944.000652/2015-81;TA772403;13/03/2019;15/12/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;50.000.000,00;47.807.149,65;2.192.850,35
BIRD8747-BR;12856;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa Fortaleza Cidade Sustentável - Lei Municipal nº 10.543, de 18 de novembro de 2016;17944.001265/2016-43;TA802091;05/06/2019;31/03/2024;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 7 + 0%, Tranche Prevista 1: 100% VSL 7 + 0%;USD;73.300.000,00;71.616.750,00;1.683.250,00
BIRD8818-BR;12687;Salvador;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto Salvador Social;17944.000809/2017-31;TA815238;11/07/2018;30/04/2023;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;125.000.000,00;24.659.813,43;100.340.186,57
BIRD8916-BR;12900;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Programa de Sustentabilidade e Inclusão aos Serviços de Saneamento e Preservação da Água para Abastecimento Público na Região Metropolitana de São Paulo;17944.107962/2018-79;TA838328;04/12/2019;16/06/2025;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;250.000.000,00;249.375.000,00;625.000,00
BIRD8966-BR;12872;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;C;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;Empréstimo de Política de Desenvolvimento com Sustentabilidade Fiscal e Ambiental no Estado de Mato Grosso;17944.101229/2019-21;TA842806;06/09/2019;31/12/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 7 + 0%, Tranche Prevista 1: 100% VSL 7 + 0%;USD;250.000.000,00;0;241.373.710,22
BIRD8986-BR;12912;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Desenvolvimento Rural Sustentável - Projeto São José III - 2ª Fase;17944.101410/2019-38;TA842863;30/12/2019;30/04/2026;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;100.000.000,00;94.750.000,00;5.250.000,00
BIRD9006-BR;12916;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Desembolsando;Projeto de Apoio à Melhoria da Segurança Hídrica e Fortalecimento da Inteligência na Gestão Pública;17944.101471/2019-03;TA842873;30/12/2019;30/04/2027;;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 2,89%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;139.880.000,00;139.227.447,72;652.552,28
BNB-02012006/BA;12650;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000058/2004-41;0463A600000101001;02/01/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;32.565.233,35;0;30.336.723,68
BNB-02092003/AL;12644;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Prodetur I;99999.999999/9999-99;0313A300000301004;02/09/2003;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Prevista 1: 4,58%;R$;138.403,92;0;0
BNB-04072002/BA;12654;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Prodetur I;99999.999999/9999-99;0463A200000101018, 0463A200000101019, 0463A200000101021, 0463A200000101020;04/07/2002;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado, Tranche Efetiva 4: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%, Tranche Efetiva 4: 4,58%, Tranche Prevista 1: 4,58%;R$;1.375.368,83;0;0
BNB-04072002/CE;12641;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Prodetur I;99999.999999/9999-99;0163A200000101001;04/07/2002;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Prevista 1: 4,58%;R$;14.112.675,58;0;0
BNB-04072002/PE;12647;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Prodetur I;99999.999999/9999-99;0443A200000101001;04/07/2002;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Prevista 1: 4,58%;R$;12.736.333,32;0;0
BNB-05042006/PE;12648;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000003/2005-11;0443A600000101001;05/04/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;162.113.687,80;0;171.642.109,40
BNB-11062003/AL;12653;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Prodetur I;99999.999999/9999-99;0313A300000301002, 0313A300000301001, 0313A300000301003;11/06/2003;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%, Tranche Prevista 1: 4,58%;R$;14.442.120,49;0;0
BNB-12062006/BA;12651;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000023/2005-92;0463A600000401001;12/06/2006;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;33.683.771,59;0;31.553.524,37
BNB-12082002/BA;12655;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;Prodetur I;99999.999999/9999-99;0463A200000101016, 0463A200000101005, 0463A200000101015, 0463A200000101004, 0463A200000101007, 0463A200000101017, 0463A200000101006, 0463A200000101009, 0463A200000101008, 0463A200000101010, 0463A200000101012, 0463A200000101001, 0463A200000101011, 0463A200000101014, 0463A200000101003, 0463A200000101013, 0463A200000101002;12/08/2002;25/05/2020;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 10: Pré-fixado, Tranche Efetiva 11: Pré-fixado, Tranche Efetiva 12: Pré-fixado, Tranche Efetiva 13: Pré-fixado, Tranche Efetiva 14: Pré-fixado, Tranche Efetiva 15: Pré-fixado, Tranche Efetiva 16: Pré-fixado, Tranche Efetiva 17: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado, Tranche Efetiva 4: Pré-fixado, Tranche Efetiva 5: Pré-fixado, Tranche Efetiva 6: Pré-fixado, Tranche Efetiva 7: Pré-fixado, Tranche Efetiva 8: Pré-fixado, Tranche Efetiva 9: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 4,58%, Tranche Efetiva 10: 4,58%, Tranche Efetiva 11: 4,58%, Tranche Efetiva 12: 4,58%, Tranche Efetiva 13: 4,58%, Tranche Efetiva 14: 4,58%, Tranche Efetiva 15: 4,58%, Tranche Efetiva 16: 4,58%, Tranche Efetiva 17: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%, Tranche Efetiva 4: 4,58%, Tranche Efetiva 5: 4,58%, Tranche Efetiva 6: 4,58%, Tranche Efetiva 7: 4,58%, Tranche Efetiva 8: 4,58%, Tranche Efetiva 9: 4,58%, Tranche Prevista 1: 4,58%;R$;30.088.307,73;0;0
BNB-15042004/RN;12646;Rio Grande do Norte;Estados;RN;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000055/2003-26;0353A400000201001;16/03/2004;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 100% BID SCL 1 + 0%, Tranche Prevista 1: 2,25%;R$;61.772.130,00;0;48.123.340,53
BNB-20102005-CE;12643;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;17944.001534/2005-19;0163A500000201001;20/10/2005;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;85.457.059,71;0;84.276.165,47
BNB-22122004/BA;12649;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000059/2003-12;0463A400000101001;22/12/2004;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;26.973.974,69;0;20.769.392,28
BNB-25082005/CE;12642;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000067/2004-31;0163A500000101001;25/08/2005;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;52.973.098,52;0;47.538.417,56
BNB-26052006/MG;12645;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19405.000001/2005-42;0343A600000101001;02/06/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;59.966.559,43;0;61.541.209,91
BNB-30062006/PI;12652;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000004/2005-66;0563A600000101001;30/06/2006;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 2,25%, Tranche Prevista 1: 2,25%;R$;31.735.179,27;0;35.355.860,87
BNDES - 2002510;12613;CESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Interna;BNDES;Bancos Federais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Concluído;A definir;17944.000146/2002-78;2253801016;04/09/2002;31/12/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Efetiva 1: Pré-fixado, Tranche Prevista 1: Pré-fixado;Tranche Efetiva 1: 1,91%, Tranche Prevista 1: 1,91%;R$;1.660.714.776,39;0;0
BNDES - 2009517;12482;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.;17944.001555/2009-68;9214901010;21/12/2009;31/12/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;414.008.000,00;0;107.571.445,63
BNDES - 2009519;12483;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.;17944.001467/2009-66;9213791017;21/12/2009;31/12/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;259.200.000,00;0;67.347.777,59
BNDES - 2009520;12484;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNDES;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;Programas de desenvolvimento integrado constantes do plano plurianual (PPA) e leis orçamentárias do bneeficiário.;17944.001578/2009-72;9214931017;22/12/2009;31/03/2018;TJLP;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% TJLP + 1,1%, Tranche Efetiva 2: 100% TJLP + 1,1%, Tranche Prevista 1: 100% TJLP + 1,1%;R$;205.260.000,00;0;53.265.506,26
