Relatório de Informações Cadastrais e Financeiras de Garantias
Data de Emissão: 13/01/2022 08:16
Tipo de Dívida: Interna - Externa
Selecionar mutuário(s) por: Não Informado
Credor(es): Não Informado
Selecionar operação de crédito por: Não Informado
Posição: Diária
Tipo de Cálculo: Apropriação
Data de Referência: 31/12/2021

Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento
BIRD7582-BR;12103;Bagé;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Bagé Rainha da Fronteira";19406.000347/2007-01;TA465694;11/11/2008;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,05%, Tranche Prevista 1: 100% Libor + 0,05%;USD;6.600.000,00;0,00;2.826.412,19;Não;Não
BIRD7584-BR;12104;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Sustentabilidade Fiscal para o Crescimento";17944.000464/2008-24;TA460551;01/09/2008;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% Libor + 0,05%;USD;1.100.000.000,00;0,00;790.289.579,60;Não;Não
BIRD7595-BR;12116;Sergipe;Estados;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Combate à Pobreza Rural - PCPR II - 2ª Fase";17944.001598/2007-81;TA471512;11/05/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,25%, Tranche Prevista 1: 100% Libor + 1,25%;USD;20.800.000,00;0,00;3.656.223,86;Não;Não
BIRD7600-BR;12117;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Apoio à Inclusão Social e ao Desenvolvimento Econômico - SWAP II";17944.001206/2008-65;TA463730;19/03/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,75%, Tranche Prevista 1: 100% Libor + 0,75%;USD;240.000.000,00;0,00;179.481.875,01;Não;Não
BIRD7625-BR;12121;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Inclusão Social e Desenvolvimento Econômico Sustentável - PROACRE";17944.002025/2008-56;TA483360;30/01/2009;25/04/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,75%, Tranche Prevista 1: 100% Libor + 0,75%;USD;120.000.000,00;0,00;75.333.076,43;Não;Não
BIRD7628-BR;12127;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Redução da Pobreza Rural - PRPR/COOPERAR";17944.000425/2008-27;TA484693;28/04/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,6%, Tranche Prevista 1: 100% Libor + 0,6%;USD;20.900.000,00;0,00;8.458.891,99;Não;Não
BIRD7630-BR;12136;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Gestão Integrada dos Recursos Hídricos - PROGERIR II";17944.001917/2008-30;TA479236;22/09/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,95%, Tranche Prevista 1: 100% Libor + 0,95%;USD;103.000.000,00;0,00;54.063.726,56;Não;Não
BIRD7648-BR;12144;Santa Maria;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento Sustentável para a Região de Santa Maria";19406.000491/2007-39;TA486544;04/03/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,6%, Tranche Prevista 1: 100% Libor + 0,6%;USD;13.950.000,00;0,00;4.689.432,75;Não;Não
BIRD7654-BR;12154;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Desenvolvimento Econômico Regional do Ceará - Cidades do Ceará - Cariri Central";17944.001812/2008-81;TA472245;22/12/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,85%, Tranche Prevista 1: 100% Libor + 0,85%;USD;46.000.000,00;0,00;36.809.200,00;Não;Não
BIRD7655-BR;12163;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Gerenciamento da Poluição Costeira e de Águas - Projetos Águas Limpas II";17944.001683/2008-21;TA475584;17/09/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,2%, Tranche Prevista 1: 100% Libor + 1,2%;USD;71.500.000,00;0,00;45.045.000,00;Não;Não
BIRD7661-BR;12406;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Saneamento Ambiental dos Mananciais do Alto Tietê";17944.001460/2008-63;TA472421;27/09/2010;31/12/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Efetiva 2: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;4.000.000,00;0,00;1.586.558,72;Não;Não
BIRD7662-BR;12169;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Amortizando;"Programa de Saneamento Ambiental dos Mananciais do Alto Tietê - Programa Mananciais";17944.001588/2008-27;TA504936;28/10/2009;25/02/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;100.000.000,00;0,00;76.087.040,10;Não;Não
BIRD7675-BR;12171;Distrito Federal;Estados;DF;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Modernização da Gestão Pública - Gestão GDF";17944.001800/2008-56;TA494531;10/09/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,95%, Tranche Prevista 1: 100% Libor + 0,95%;USD;130.000.000,00;0,00;13.748.871,263;Não;Não
BIRD7682-BR;12168;Rio Grande;Municípios;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Rio Grande 2010 - Uma Visão do Futuro";17944.001516/2007-07;TA503968;25/02/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,6%, Tranche Prevista 1: 100% Libor + 0,6%;USD;8.100.000,00;0,00;2.319.441,56;Não;Não
BIRD7688-BR;12167;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Pavimentação e Recuperação de Estradas Vicinais";17944.001467/2008-85;TA463352;24/08/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;166.650.000,00;0,00;116.748.897,79;Não;Não
BIRD7711-BR;12166;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Concluído;"Programa de Desenvolvimento da Educação e Gestão Pública";17944.001801/2008-09;TA483618;06/11/2009;31/07/2017;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% VSL 3 + 0%;USD;154.000.000,00;106.950.861,75;0,00;Não;Não
BIRD7719-BR;11807;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Estadual de Transportes - PET II";17944.002059/2008-41;TA500028;24/09/2009;29/03/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;211.700.000,00;0,00;184.751.796,02;Não;Sim
BIRD7732-BR;12165;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Combate à Pobreza Rural no Interior da Bahia - PRODUZIR III";17944.001875/2008-37;TA490736;09/12/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;30.000.000,00;0,00;21.693.000,00;Não;Não
BIRD7773-BR;11801;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Desenvolvimento Rural Sustentável em Microbacias Hidrográficas - Projeto RIORURAL";17944.001999/2008-12;TA504186;14/12/2009;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;39.500.000,00;0,00;29.861.763,40;Não;Sim
BIRD7778-BR;12164;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Sustentabilidade Hídrica do Estado de Pernambuco - PSHPE";17944.001348/2009-11;TA523448;18/03/2010;29/05/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;190.000.000,00;0,00;153.247.455,13;Não;Não
BIRD7807-BR;12162;Santos;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento Estratégico de Santos e Infraestrutura Urbana e Habitacional das Zonas Noroeste e dos Morros - Santos Novos Tempos";17944.000309/2009-99;TA519058;08/02/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;44.000.000,00;0,00;16.343.988,37;Não;Não
BIRD7817-BR;12161;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Desenvolvimento Sustentável";17944.001073/2009-16;TA523491;23/12/2009;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;195.450.000,00;0,00;160.735.841,60;Não;Não
BIRD7820-BR;12160;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Modernização da Linha 11 - Coral da CPTM";17944.001521/2009-73;TA550982;18/10/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;112.910.000,00;0,00;85.811.600,00;Não;Não
BIRD7827-BR;11808;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento Econômico, Social e de Sustentabilidade Fiscal - PRODESF";17944.001408/2009-98;TA525714;22/03/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;485.000.000,00;0,00;361.034.000,00;Não;Sim
BIRD7837-BR;12159;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Recuperação de Estradas Vicinais";17944.001710/2009-46;TA543974;27/09/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;326.775.000,00;0,00;241.813.500,00;Não;Não
BIRD7855-BR;12158;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Expansão da Linha 5 - Lilás do Metrô - Trecho Largo Treze - Chácara Klabin";17944.001453/2009-42;TA531977;27/09/2010;24/02/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;650.400.000,00;0,00;526.942.934,24;Não;Não
BIRD7869-BR;12157;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Empreendimento Linha 4 - Amarela do Metrô de São Paulo";17944.001204/2009-57;TA516232;27/09/2010;28/06/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;130.000.000,00;0,00;99.882.389,07;Não;Não
BIRD7870-BR;12156;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Estadual de Apoio à Recuperação das Águas - REÁGUA";17944.000811/2009-08;TA507213;27/09/2010;25/02/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;64.496.000,00;0,00;27.918.047,34;Não;Não
BIRD7871-BR;12155;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Parceria para o Desenvolvimento de Minas Gerais II - Financiamento Adicional";17944.001479/2009-91;TA533174;16/09/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1,05%, Tranche Prevista 1: 100% Libor + 1,05%;USD;461.000.000,00;0,00;351.887.006,25;Não;Sim
BIRD7872-BR;12176;Mato Grosso do Sul;Estados;MS;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Transportes e Desenvolvimento Sustentável do Estado (PDE/MS)";17944.001706/2009-88;TA534911;16/09/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;300.000.000,00;0,00;267.518.841,76;Não;Não
BIRD7884-BR;12152;ELETROBRÁS;Estatais Federais;00;Federal;Garantias a Estatais Federais;;Externa;BIRD;Organismos Multilaterais;Receitas Próprias;Amortizando;"Projeto de Melhoria da Performance Operacional e Financeira das Empresas de Distribuição da ELETROBRAS - Projeto Energia +";10951.000997/2009-59;TA534288;24/02/2011;28/05/2020;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,6%, Tranche Prevista 1: 100% Libor + 0,6%;USD;495.000.000,00;0,00;53.044.256,62;Não;Não
BIRD7908-BR;12416;São Paulo;Estados;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Estadual de Desenvolvimento Rural Sustentável - MICROBACIAS II";17944.000812/2009-44;TA539483;27/09/2010;30/01/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Efetiva 2: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;78.000.000,00;0,00;60.362.284,15;Não;Não
BIRD7942-BR;12150;Rio de Janeiro;Municípios;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Política de Desenvolvimento do Município";17944.000432/2010-43;TA544296;20/08/2010;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 3 + 0%, Tranche Prevista 1: 100% VSL 3 + 0%;USD;1.045.000.000,00;0,00;839.987.244,00;Não;Não
BIRD7951-BR;12149;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa com Enfoque Setorial Amplo das Áreas de Saúde e Recursos Hídricos";17944.000425/2010-41;TA552448;18/07/2012;28/04/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;60.000.000,00;0,00;49.597.350,46;Não;Não
BIRD7952-BR;12148;Santa Catarina;Estados;SC;Sul;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Santa Catarina Rural - MICROBACIAS 3";17944.001664/2009-85;TA550707;30/09/2010;30/10/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;90.000.000,00;0,00;81.009.000,00;Não;Não
BIRD7955-BR;11809;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Renovação e Fortalecimento da Gestão Pública - PRÓ-GESTÃO";17944.000493/2010-19;TA548720;22/11/2010;25/04/2018;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 4 + 0%;USD;18.673.000,00;0,00;6.375.653,85;Não;Sim
BIRD7964-BR;12147;CAIXA;Bancos Federais;00;Federal;Garantias a Estatais Federais;;Externa;BIRD;Organismos Multilaterais;Dispensa - Art 40 da LRF - Órgãos e entidades do próprio ente;Amortizando;"Programa de Financiamento para a Gestão de Resíduos Sólidos Urbanos e Mecanismos de Desenvolvimento Limpo";10951.000864/2010-16;TA554471;05/12/2011;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,8%, Tranche Prevista 1: 100% Libor + 0,8%;USD;50.000.000,00;0,00;13.116.280,71;Não;Não
BIRD8011-BR;11810;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Habitação e Desenvolvimento Urbano Metropolitano Sustentável - PROHDUMS";17944.000131/2011-09;TA575220;09/08/2011;31/12/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;485.000.000,00;0,00;376.166.000,00;Não;Sim
BIRD8113-BR;12146;Sergipe;Estados;SE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa Águas de Sergipe";17944.001076/2011-66;TA614602;13/09/2012;02/01/2021;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 1%, Tranche Efetiva 2: 100% Libor + 0%, Tranche Prevista 1: 100% Libor + 1%;USD;70.275.000,00;0,00;51.210.787,15;Não;Não
BIRD8117-BR;11812;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Desembolsando e Amortizando;"Adicional ao Programa Estadual de Transportes - PET 2";17944.001680/2011-92;TA602444;05/09/2012;12/02/2022;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Efetiva 2: 100% VSL 4 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;600.000.000,00;93.551.497,67;349.900.573,74;Não;Sim
BIRD8124-BR;12145;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto de Desenvolvimento Rural Sustentável - Projeto São José III";17944.000047/2012-68;TA611803;03/10/2012;30/08/2019;;Tranche Efetiva 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,7%, Tranche Efetiva 2: 100% Libor + 0,007%, Tranche Prevista 1: 100% Libor + 0,7%;USD;100.000.000,00;0,00;76.575.742,48;Não;Não
BIRD8128-BR;12143;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento Sustentável do Piauí";17944.002102/2011-73;TA612804;15/05/2012;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% Libor + 0,5%, Tranche Prevista 1: 100% Libor + 0,5%;USD;350.000.000,00;0,00;233.450.000,00;Não;Não
BIRD8135-BR;12142;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Projeto Pernambuco Rural Sustentável";17944.000379/2011-61;TA611048;18/06/2012;24/02/2021;;Tranche Efetiva 2: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 2: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;100.000.000,00;0,00;63.395.509,54;Não;Não
BIRD8142-BR;12141;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Desenvolvimento das Políticas Públicas";17944.000148/2012-39;TA611626;13/04/2012;31/07/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;500.000.000,00;0,00;400.000.000,00;Não;Não
BIRD8149-BR;12140;São Bernardo do Campo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Amortizando;"Programa de Saneamento Ambiental dos Mananciais da Bacia Hidrográfica do Alto Tietê (Programa Mananciais)";17944.001480/2011-30;TA612353;29/10/2012;31/08/2017;;Tranche Efetiva 1: Pós-fixado, Tranche Prevista 1: Pós-fixado;Tranche Efetiva 1: 100% VSL 5 + 0%, Tranche Prevista 1: 100% VSL 5 + 0%;USD;20.820.000,00;0,00;78.420,17;Não;Não
