Relatório de Informações Cadastrais e Financeiras de Garantias;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Emissão: 11/05/2022 09:26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Dívida: Interna - Externa;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar mutuário(s) por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Credor(es): Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Selecionar operação de crédito por: Não Informado;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Posição: Diária;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tipo de Cálculo: Apropriação;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Data de Referência: 30/04/2022;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Nome do Contrato;Inscrição Genérica;Mutuário;Tipo Mutuário;UF;Região;Agrupador de Tipo Mutuário;CAPAG;Tipo de Dívida;Credor;Classificação de Credor;Contragarantia;Modalidade de Contratação;Fase;Projeto;Número do Processo;ROF/CADIP;Data de Assinatura;Data Limite de Desembolso;Indexador do Contrato;Tipo de Indexador de Juros;Indexador de Juros;Encargos;Moeda de Origem;Valor Contratado Original;Saldo a Desembolsar;Saldo Devedor;Proibido Honrar;Honra no Vencimento;Contrato RRF
BIRD8310-BR;12125;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Amortizando;Programa de Desenvolvimento das Políticas Públicas;17944.001367/2013-16;TA672171;10/12/2013;31/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;250.000.000,00;0;214.300.000,00;Não;Não;Não
BIRD8327-BR;11815;Rio de Janeiro;Estados;RJ;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Amortizando;Programa de Fortalecimento da Gestão do Setor Público e do Desenvolvimento Territorial Integrado - RIO METROPOLE PROGESTÃO II;17944.000158/2013-55;TA666379;30/04/2014;31/12/2018;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;48.000.000,00;0;6.682.428,28;Não;Sim;Não
BIRD8353-BR;12124;Espírito Santo;Estados;ES;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando e Amortizando;Programa de Gestão Integrada das Águas e da Paisagem;17944.001644/2013-91;TA682330;28/09/2015;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;225.000.000,00;107.589.261,61;64.671.667,97;Não;Não;Não
BIRD8376-BR;12123;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Amortizando;Programa de Consolidação do Equilíbrio Fiscal para a Melhoria da Prestação de Serviços Públicos;17944.000268/2014-06;TA690458;23/09/2014;31/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;216.000.000,00;0;183.600.000,00;Não;Não;Não
BIRD8379-BR;12122;Rio Grande do Sul;Estados;RS;Sul;Garantias a Estados, Municípios e Entidades Controladas;D;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Amortizando;Programa de Consolidação do Equilíbrio Fiscal para o Desenvolvimento Econômico e Fiscal - PROCONFIS RS II;17944.001874/2013-50;TA690577;20/08/2014;31/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;280.000.000,00;0;265.720.000,00;Não;Sim;Não
BIRD8414-BR;12111;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Amortizando;Programa de Inclusão e Desenvolvimento Socioeconômico - 2ª Etapa - PROINCLUSÃO II;17944.000853/2014-06;TA694020;14/08/2014;31/01/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;400.000.000,00;0;354.400.000,00;Não;Não;Não
BIRD8415-BR;12106;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Amortizando;Projeto de Desenvolvimento Rural Sustentável - 2ª Etapa - PDRS;17944.000716/2014-63;TA693198;29/08/2014;31/12/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 2: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 2: 100% VSL 3 + 0%;;USD;150.000.000,00;0;137.989.545,71;Não;Não;Não
BIRD8442-BR;12098;Acre;Estados;AC;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando e Amortizando;Programa de Saneamento Ambiental e Inclusão Socioeconômica - PROSER;17944.000944/2014-33;TA709525;17/03/2016;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;150.000.000,00;14.143.783,99;76.239.182,27;Não;Não;Não
BIRD8554-BR;12097;Manaus;Municípios;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Amortizando;Programa de Consolidação do Equilíbrio Fiscal para a Melhoria da Prestação de Serviços Públicos - PROCONFIS MANAUS;17944.001849/2014-57;TA747968;22/06/2016;31/07/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;150.000.000,00;0;138.165.000,00;Não;Não;Não
BIRD8567-BR;12172;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Amortizando;Programa de Crescimento Sustentável e Inclusivo - DPL;17944.000220/2015-71;TA752029;27/04/2016;31/08/2017;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;200.000.000,00;0;164.720.000,00;Não;Não;Não
BIRD8575-BR;12080;Piauí;Estados;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando e Amortizando;Piauí - Pilares de Crescimento e Inclusão Social - SWAP;17944.000219/2015-46;TA752052;27/04/2016;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;120.000.000,00;2.861.308,21;100.860.995,16;Não;Não;Não
BIRD8580-BR;12079;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando e Amortizando;Programa de Restauração e Manutenção de Rodovias Estaduais - PREMAR 2ª Etapa;17944.001301/2014-15;TA754475;31/05/2016;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;200.000.000,00;21.915.000,00;171.867.054,20;Não;Não;Não
BIRD8586-BR;12078;Teresina;Municípios;PI;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando e Amortizando;Projeto de Melhoria da Qualidade de Vida e da Gestão Municipal - Programa Lagoas do Norte - Etapa II;17944.000454/2015-18;TA751352;27/04/2016;10/06/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 5 + 0%, Tranche Efetiva 1: 100% VSL 5 + 0%;;USD;88.000.000,00;66.749.292,30;21.231.889,08;Não;Não;Não
BIRD8639-BR;12764;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando;Projeto Paraíba Rural Sustentável;17944.000652/2015-81;TA772403;13/03/2019;15/12/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 4 + 0%, Tranche Efetiva 1: 100% VSL 4 + 0%;;USD;50.000.000,00;43.897.688,74;6.102.311,26;Não;Não;Não
BIRD8747-BR;12856;Fortaleza;Municípios;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando;Programa Fortaleza Cidade Sustentável - Lei Municipal nº 10.543, de 18 de novembro de 2016;17944.001265/2016-43;TA802091;05/06/2019;31/03/2024;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 7 + 0%, Tranche Efetiva 1: 100% VSL 7 + 0%;;USD;73.300.000,00;62.216.750,00;11.083.250,00;Não;Não;Não
BIRD8818-BR;12687;Salvador;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando;Projeto Salvador Social;17944.000809/2017-31;TA815238;11/07/2018;30/04/2023;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 4 + 0%, Tranche Efetiva 1: 100% VSL 4 + 0%;;USD;125.000.000,00;20.668.540,67;104.331.459,33;Não;Não;Não
BIRD8916-BR;12900;SABESP-SP;Entidades Estaduais Controladas;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando;Programa de Sustentabilidade e Inclusão aos Serviços de Saneamento e Preservação da Água para Abastecimento Público na Região Metropolitana de São Paulo;17944.107962/2018-79;TA838328;04/12/2019;16/06/2025;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 4 + 0%, Tranche Efetiva 1: 100% VSL 4 + 0%;;USD;250.000.000,00;249.375.000,00;625.000,00;Não;Não;Não
BIRD8931-BR;13197;Paraíba;Estados;PB;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando;Projeto de Segurança Hídrica;17944.109769/2018-72;TA840047;01/12/2020;30/06/2026;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 4 + 0%, Tranche Efetiva 1: 100% VSL 4 + 0%;;USD;126.886.000,00;124.675.526,89;2.210.473,11;Não;Não;Não
BIRD8966-BR;12872;Mato Grosso;Estados;MT;Centro-Oeste;Garantias a Estados, Municípios e Entidades Controladas;A;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Amortizando;Empréstimo de Política de Desenvolvimento com Sustentabilidade Fiscal e Ambiental no Estado de Mato Grosso;17944.101229/2019-21;TA842806;06/09/2019;31/12/2021;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 7 + 0%, Tranche Efetiva 1: 100% VSL 7 + 0%;;USD;250.000.000,00;0;215.627.457,26;Não;Não;Não
BIRD8986-BR;12912;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando;Projeto de Desenvolvimento Rural Sustentável - Projeto São José III - 2ª Fase;17944.101410/2019-38;TA842863;30/12/2019;30/04/2026;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 4 + 0%, Tranche Efetiva 1: 100% VSL 7 + 0%;;USD;100.000.000,00;83.650.000,00;16.350.000,00;Não;Não;Não
BIRD9006-BR;12916;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando;Projeto de Apoio à Melhoria da Segurança Hídrica e Fortalecimento da Inteligência na Gestão Pública;17944.101471/2019-03;TA842873;30/12/2019;30/04/2027;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 4 + 0%, Tranche Efetiva 1: 100% VSL 7 + 0%;;USD;139.880.000,00;132.675.881,06;7.204.118,94;Não;Não;Não
BIRD9081-BR;13332;São Paulo;Municípios;SP;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando;Programa de Melhoria da Mobilidade Urbana Universal - Corredor Aricanduva;17944.100625/2020-75;TA908121;31/12/2021;30/06/2026;;Tranche Prevista 1: Pós-fixado;Tranche Prevista 1: 100% VSL 7 + 0%;;USD;97.000.000,00;97.000.000,00;0;Não;Não;Não
BIRD9162-BR;13295;Salvador;Municípios;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Desembolsando;Salvador Social Multi-Sector Service Delivery Project II - Salvador Social 2ª Fase;17944.103645/2020-06;TA041021;04/10/2021;30/12/2024;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 7 + 0%, Tranche Efetiva 1: 100% VSL 7 + 0%;;USD;125.000.000,00;99.687.500,00;25.312.500,00;Não;Não;Não
BIRD9188-BR;13335;Amazonas;Estados;AM;Norte;Garantias a Estados, Municípios e Entidades Controladas;B;Externa;BIRD;Organismos Multilaterais;Receitas próprias e Transferências Constitucionais - Art 155, 157 e 159 da CF/88;Banco Mundial - BIRD;Totalmente Desembolsado;Programa de sustentabilidade fiscal, econômica, social e ambiental do Estado do Amazonas;17944.104757/2020-76;TA918821;04/11/2021;30/12/2022;;Tranche Prevista 1: Pós-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 100% VSL 7 + 0%, Tranche Efetiva 1: 100% VSL 7 + 0%;;USD;200.000.000,00;0;200.000.000,00;Não;Não;Não
BNB-02012006/BA;12650;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000058/2004-41;0463A600000101001;02/01/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 2,25%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;Tranche Efetiva 1: 2%;R$;32.565.233,35;0;22.311.334,90;Não;Não;Não
BNB-02092003/AL;12644;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Prodetur I;99999.999999/9999-99;0313A300000301004;02/09/2003;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pré-fixado;Tranche Prevista 1: 4,58%, Tranche Efetiva 1: 4,58%;;R$;138.403,92;0;0;Não;Não;Não
BNB-04072002/BA;12654;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Prodetur I;99999.999999/9999-99;0463A200000101018, 0463A200000101019, 0463A200000101021, 0463A200000101020;04/07/2002;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado, Tranche Efetiva 4: Pré-fixado;Tranche Prevista 1: 4,58%, Tranche Efetiva 1: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%, Tranche Efetiva 4: 4,58%;;R$;1.375.368,83;0;0;Não;Não;Não
BNB-04072002/CE;12641;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Prodetur I;99999.999999/9999-99;0163A200000101001;04/07/2002;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pré-fixado;Tranche Prevista 1: 4,58%, Tranche Efetiva 1: 4,58%;;R$;14.112.675,58;0;0;Não;Não;Não
BNB-04072002/PE;12647;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Prodetur I;99999.999999/9999-99;0443A200000101001;04/07/2002;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pré-fixado;Tranche Prevista 1: 4,58%, Tranche Efetiva 1: 4,58%;;R$;12.736.333,32;0;0;Não;Não;Não
BNB-05042006/PE;12648;Pernambuco;Estados;PE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000003/2005-11;0443A600000101001;05/04/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 2,25%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;Tranche Efetiva 1: 2%;R$;162.113.687,80;0;113.582.015,10;Não;Não;Não
BNB-11062003/AL;12653;Alagoas;Estados;AL;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Prodetur I;99999.999999/9999-99;0313A300000301002, 0313A300000301001, 0313A300000301003;11/06/2003;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado;Tranche Prevista 1: 4,58%, Tranche Efetiva 1: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%;;R$;14.442.120,49;0;0;Não;Não;Não
BNB-12062006/BA;12651;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000023/2005-92;0463A600000401001;12/06/2006;25/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 2,25%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;Tranche Efetiva 1: 2%;R$;33.683.771,59;0;23.206.238,76;Não;Não;Não
BNB-12082002/BA;12655;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Concluído;Prodetur I;99999.999999/9999-99;0463A200000101016, 0463A200000101005, 0463A200000101015, 0463A200000101004, 0463A200000101007, 0463A200000101017, 0463A200000101006, 0463A200000101009, 0463A200000101008, 0463A200000101010, 0463A200000101012, 0463A200000101001, 0463A200000101011, 0463A200000101014, 0463A200000101003, 0463A200000101013, 0463A200000101002;12/08/2002;25/05/2020;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pré-fixado, Tranche Efetiva 2: Pré-fixado, Tranche Efetiva 3: Pré-fixado, Tranche Efetiva 4: Pré-fixado, Tranche Efetiva 5: Pré-fixado, Tranche Efetiva 6: Pré-fixado, Tranche Efetiva 7: Pré-fixado, Tranche Efetiva 8: Pré-fixado, Tranche Efetiva 9: Pré-fixado, Tranche Efetiva 10: Pré-fixado, Tranche Efetiva 11: Pré-fixado, Tranche Efetiva 12: Pré-fixado, Tranche Efetiva 13: Pré-fixado, Tranche Efetiva 14: Pré-fixado, Tranche Efetiva 15: Pré-fixado, Tranche Efetiva 16: Pré-fixado, Tranche Efetiva 17: Pré-fixado;Tranche Prevista 1: 4,58%, Tranche Efetiva 1: 4,58%, Tranche Efetiva 2: 4,58%, Tranche Efetiva 3: 4,58%, Tranche Efetiva 4: 4,58%, Tranche Efetiva 5: 4,58%, Tranche Efetiva 6: 4,58%, Tranche Efetiva 7: 4,58%, Tranche Efetiva 8: 4,58%, Tranche Efetiva 9: 4,58%, Tranche Efetiva 10: 4,58%, Tranche Efetiva 11: 4,58%, Tranche Efetiva 12: 4,58%, Tranche Efetiva 13: 4,58%, Tranche Efetiva 14: 4,58%, Tranche Efetiva 15: 4,58%, Tranche Efetiva 16: 4,58%, Tranche Efetiva 17: 4,58%;;R$;30.088.307,73;0;0;Não;Não;Não
BNB-15042004/RN;12646;Rio Grande do Norte;Estados;RN;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;C;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000055/2003-26;0353A400000201001;16/03/2004;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 2,25%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;Tranche Efetiva 1: 2%;R$;61.772.130,00;0;35.146.924,84;Não;Não;Não
BNB-20102005-CE;12643;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;17944.001534/2005-19;0163A500000201001;20/10/2005;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 2,25%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;Tranche Efetiva 1: 2%;R$;85.457.059,71;0;62.023.186,12;Não;Não;Não
BNB-22122004/BA;12649;Bahia;Estados;BA;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000059/2003-12;0463A400000101001;22/12/2004;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 2,25%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;Tranche Efetiva 1: 2%;R$;26.973.974,69;0;15.274.980,67;Não;Não;Não
BNB-25082005/CE;12642;Ceará;Estados;CE;Nordeste;Garantias a Estados, Municípios e Entidades Controladas;B;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19407.000067/2004-31;0163A500000101001;25/08/2005;28/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 2,25%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;Tranche Efetiva 1: 2%;R$;52.973.098,52;0;34.985.978,59;Não;Não;Não
BNB-26052006/MG;12645;Minas Gerais;Estados;MG;Sudeste;Garantias a Estados, Municípios e Entidades Controladas;D;Interna;BNB;Bancos Federais;Transferências Constitucionais - Art. 155, 157 e 159 da CF/88;Garantia Interna;Amortizando;Programa de Desenvolvimento do Turismo no Nordeste - PRODETUR/NE - II;19405.000001/2005-42;0343A600000101001;02/06/2006;20/02/2018;DOLAR-DOS-EUA - PARIDADE VENDA;Tranche Prevista 1: Pré-fixado, Tranche Efetiva 1: Pós-fixado;Tranche Prevista 1: 2,25%, Tranche Efetiva 1: 100% BID SCFL 1 + 0%;Tranche Efetiva 1: 2%;R$;59.966.559,43;0;40.722.158,46;Não;Sim;Não
